"RMSE","Coverage","Interval length","n","run","Chains"
3.26794386415324,0.775,7.6577489415378,100,1,1
3.2666866613058,0.795,7.76259883344668,100,1,8
3.27101182132248,0.775,7.59165957730047,100,1,20
3.12516687441256,0.8,7.78473460023661,100,2,1
3.1613924269137,0.81,7.83696699458988,100,2,8
3.16104100115341,0.805,7.80676746735428,100,2,20
2.51019120445009,0.905,8.29128088308649,100,3,1
2.50416188808749,0.925,8.39509263166291,100,3,8
2.51029223316645,0.925,8.25211966281193,100,3,20
2.83267260259053,0.89,8.55053819236887,100,4,1
2.78447142256301,0.905,8.61027395872431,100,4,8
2.72422877473087,0.91,8.47483662127545,100,4,20
2.22919188384847,0.92,7.29540440462606,100,5,1
2.27090565200499,0.91,7.44595163935222,100,5,8
2.27288313791467,0.91,7.39474306397077,100,5,20
2.40767972699016,0.895,6.92769736673281,100,6,1
2.37341851548363,0.905,7.18909372556244,100,6,8
2.37469825244668,0.9,7.18535900815911,100,6,20
2.2457881856519,0.905,7.55526432430837,100,7,1
2.26523862928947,0.9,7.7393551336574,100,7,8
2.26647016003055,0.915,7.74012549432294,100,7,20
2.62046886180846,0.89,8.31253599309572,100,8,1
2.61619328488956,0.885,8.36492694004567,100,8,8
2.67029374383611,0.88,8.32787742321942,100,8,20
2.46300360442405,0.895,8.58065701889642,100,9,1
2.49458036183986,0.9,8.54547970192383,100,9,8
2.48293461565289,0.92,8.47731443117948,100,9,20
2.56987189763929,0.91,9.09113110580738,100,10,1
2.53334908422444,0.915,9.03435815103459,100,10,8
2.53048108504055,0.915,9.16524310410109,100,10,20
2.31027500404579,0.745,4.26168294607394,500,1,1
2.18586894053315,0.815,4.65749374132599,500,1,8
2.12964443407079,0.81,4.80752856273308,500,1,20
2.01535148188068,0.84,4.45902980161377,500,2,1
2.03876652117741,0.85,4.44590644577077,500,2,8
2.03358376062103,0.855,4.49219856932401,500,2,20
2.1267977541084,0.75,4.46623697426983,500,3,1
2.0412086684165,0.775,4.68243495476629,500,3,8
2.01264003136322,0.805,4.78394314916231,500,3,20
2.31861891696429,0.79,4.64186120592258,500,4,1
2.20730011050858,0.785,4.72345585982569,500,4,8
2.21450542761182,0.79,4.84191060046843,500,4,20
2.14997338509378,0.85,4.10087215727287,500,5,1
2.06532201245921,0.86,4.21899358725628,500,5,8
2.05635242812731,0.86,4.25557926893333,500,5,20
2.53896143739513,0.785,4.64393703785941,500,6,1
2.49585861912057,0.81,4.74636852747962,500,6,8
2.487643548566,0.82,4.81618083379246,500,6,20
2.19251481660749,0.78,4.15696125465478,500,7,1
2.19641903097203,0.825,4.36054905288506,500,7,8
2.22476385733323,0.835,4.41311184138137,500,7,20
1.84040946930432,0.815,4.46846515089995,500,8,1
1.87753702937456,0.835,4.6603300959016,500,8,8
1.90365001514751,0.82,4.80335306255485,500,8,20
1.92181073310728,0.84,4.54909566847987,500,9,1
1.88746887661346,0.88,4.790244666499,500,9,8
1.89254707967695,0.87,4.8573861323638,500,9,20
2.05521046135995,0.83,4.4864633101524,500,10,1
2.09474293626252,0.83,4.4592077114854,500,10,8
2.04972787292531,0.855,4.66947536114478,500,10,20
1.58878295780885,0.63,1.9668393862736,4000,1,1
1.58008724682107,0.72,2.41263421520907,4000,1,8
1.50730654453353,0.72,2.44504277203971,4000,1,20
1.68219962850094,0.565,2.02958064622685,4000,2,1
1.69889882010949,0.64,2.42255810864721,4000,2,8
1.68573930393605,0.655,2.4822091588919,4000,2,20
1.87805243501668,0.56,1.89120712952765,4000,3,1
1.72740035323145,0.665,2.27812508264204,4000,3,8
1.71733552456214,0.705,2.41593279186273,4000,3,20
1.66660616718571,0.55,1.79088573372875,4000,4,1
1.65493416945252,0.655,2.27872112256086,4000,4,8
1.64543712859715,0.655,2.37000382283326,4000,4,20
1.83875136463236,0.495,1.9180691384968,4000,5,1
1.76657892559949,0.595,2.33594125476826,4000,5,8
1.76764840406989,0.62,2.47747029769851,4000,5,20
1.71871207675641,0.575,2.05557199470249,4000,6,1
1.68636712328893,0.645,2.39469230694984,4000,6,8
1.68739876454158,0.66,2.54534537336421,4000,6,20
1.8188730099206,0.545,1.9808604397113,4000,7,1
1.75714244385839,0.635,2.32924357834032,4000,7,8
1.75481216923273,0.645,2.48604595369103,4000,7,20
1.73622663904583,0.61,1.90345420587475,4000,8,1
1.74591156584613,0.68,2.34278917929403,4000,8,8
1.73819884523187,0.695,2.50697742047378,4000,8,20
1.9087798748092,0.575,2.06196973822149,4000,9,1
1.80765685559239,0.64,2.46734080872436,4000,9,8
1.7808608143782,0.66,2.56942558932904,4000,9,20
1.73995020221528,0.605,1.84308193055826,4000,10,1
1.66419266815544,0.67,2.24373100074586,4000,10,8
1.65220560092181,0.685,2.37261325759882,4000,10,20
