"alpha","mu"
0.333333333333333,-1.66190228651883
0.333333333333333,1.53730661800564
0.333333333333333,0.935373614536577
0,-0.374731325271671
0.333333333333333,1.17532958177878
0,-2.28371671632254
0.333333333333333,-0.741909902772303
0.333333333333333,1.40183775559715
-0.333333333333333,-0.227797737639098
0,-1.64476604259841
0.333333333333333,0.979974426812657
0.333333333333333,-2.28371671632254
0.333333333333333,1.30049892900798
0,1.10035748908624
0.333333333333333,-2.00118182410011
0,1.92356363359715
0,2.19472031514224
0,-0.740329635385415
0,0.0702303550026367
0.333333333333333,-0.504176751108341
0.333333333333333,-0.391334269273501
0.333333333333333,1.5270734285183
0,1.8266552254353
0,1.0297238380167
0,-1.52938312015106
0,-2.00118182410011
0.333333333333333,1.69698234321246
0.333333333333333,0.611327988659562
0,1.31294854545708
0,-0.583025981702825
0.333333333333333,0.88149468335643
0,-0.797036326833671
0.333333333333333,-1.34774160456809
0,0.669999980179761
0,-0.394534257166271
0,0.161323433659647
0,2.02958702313267
-0.333333333333333,-0.0202225418402075
0,-0.911240041577413
0,-1.13158974859092
-0.333333333333333,-2.22522392575542
0.333333333333333,1.27860633883295
0,-2.16722743667452
0.333333333333333,0.88149468335643
0.666666666666667,1.70393207534038
0,1.31971107066724
0.333333333333333,-1.01757689257024
0.333333333333333,-0.636846066406718
0.333333333333333,0.364689165683635
0,-0.92083697502062
0,-0.318174967197893
0,1.07099085633914
0,-1.94062369133488
0.666666666666667,1.70393207534038
0.333333333333333,1.93840110155277
0.333333333333333,1.39423608761815
0.333333333333333,-1.13158974859092
0.333333333333333,1.21948079100731
0,-3.12550386831393
0.666666666666667,0.88149468335643
0,0.278090202190943
0,-0.0202225418402075
0.333333333333333,-1.40564510720921
0,1.40183775559715
0.666666666666667,1.71512164207002
0,1.14348372582164
0.333333333333333,1.14348372582164
0.333333333333333,-0.169263573890413
0.333333333333333,-1.86544887085081
0.333333333333333,1.92517886606373
0.333333333333333,-1.38284908581843
-0.333333333333333,-1.66190228651883
0,-2.28371671632254
0,-1.73012569188589
0.666666666666667,0.456321065847885
0,0.140346042422126
0.333333333333333,-0.857192665761016
-0.333333333333333,-1.43615577973835
0,-1.29260926839501
0.333333333333333,-0.500263157483424
0.333333333333333,-2.16722743667452
0,0.583577548918199
-0.333333333333333,-0.944698022700202
0,0.0732473293627023
-0.333333333333333,0.456321065847885
0,-0.0061453402931457
0.333333333333333,1.31971107066724
0,0.472328874938435
0,1.10035748908624
0.333333333333333,-0.826017553671815
0.333333333333333,1.08577719635036
0.333333333333333,0.278090202190943
-0.333333333333333,2.05785997201633
0.666666666666667,0.88149468335643
0,0.516554493861735
-0.333333333333333,-0.660670386828542
0,-2.28371671632254
-0.333333333333333,0.516554493861735
0.666666666666667,0.730216957630391
0,2.2645273597361
0,0.66480796924367
0,-1.59475675615268
0.333333333333333,-2.39873952372719
0,-0.107379032916503
0,0.05955739821508
0,1.0311666376981
0,1.40183775559715
0.333333333333333,1.98328360254738
0,0.161323433659647
0,0.683158216039474
-0.333333333333333,-1.85213950764213
0.333333333333333,-0.152330998883365
0,0.503208397483411
0.333333333333333,1.74337532487682
0,2.36967088990299
0.666666666666667,1.67296254182641
0,-0.987923389438413
-0.333333333333333,0.278090202190943
0,0.955210541823489
0,1.50268999983838
0,2.6178096363843
0,1.10035748908624
0,-0.594486312055424
0,-0.797036326833671
0,-1.1906248071975
0,-0.227797737639098
-0.333333333333333,0.456321065847885
0.333333333333333,-0.152330998883365
0,-0.660670386828542
0.333333333333333,-1.14365007161646
0.333333333333333,0.05955739821508
0,1.42103326403985
0.333333333333333,-0.0202225418402075
0,2.26960893315724
0.333333333333333,-3.12550386831393
0,0.390957358905014
0.333333333333333,-0.987923389438413
0.333333333333333,0.120568732988418
0.333333333333333,0.362712314823673
0,-1.13158974859092
0,-0.203335413179421
0,0.999886029274801
0.333333333333333,2.55276099498071
0.666666666666667,-1.01757689257024
0,-1.01757689257024
0,-1.1906248071975
0.333333333333333,1.43751748183037
-0.333333333333333,-0.394534257166271
0.333333333333333,0.456321065847885
0.333333333333333,0.150808166452054
-0.333333333333333,1.60553796206612
0.666666666666667,2.52583523717118
0.333333333333333,-0.589781280111293
0,1.83489454191861
0,-1.66190228651883
-0.333333333333333,-0.660670386828542
0,1.58714785241266
0.333333333333333,0.05955739821508
0.333333333333333,-3.08151737880566
0,0.706377572964705
0,0.161323433659647
0.333333333333333,-2.28371671632254
0.333333333333333,-0.23289131234979
0,0.120568732988418
0,2.70925421356811
0,-2.59703921520239
0,1.42103326403985
0.333333333333333,0.528193943743473
0.666666666666667,1.14348372582164
0.333333333333333,-0.531812231389373
0,-0.452187755826181
0,-1.54260136490872
0.333333333333333,2.25490212672171
0,0.532687626467103
0.333333333333333,1.92357886469436
0.333333333333333,-0.0767383712875978
0,-1.09922760060367
0.666666666666667,0.758188192799265
0,1.20460706884338
0,-0.980103067452848
0,-0.256594046938182
0,0.528193943743473
0,0.516554493861735
0.333333333333333,-1.29260926839501
-0.333333333333333,-2.34191223809541
0.666666666666667,1.35339856216812
0.666666666666667,0.611327988659562
0,1.67296254182641
0,0.758188192799265
0.333333333333333,-2.76016785442189
0,-0.92083697502062
0.333333333333333,1.42103326403985
0,0.40329004611418
-0.333333333333333,-2.11030413544629
0.333333333333333,0.628528972198486
0,0.984646316609178
0.333333333333333,0.438377912447066
0,-2.05486265154055
0,-0.0642297517790571
0.333333333333333,1.72296896308265
-0.333333333333333,-0.857192665761016
0,0.935523787386391
0,-0.256594046938182
0.333333333333333,-2.11030413544629
0,-0.374731325271671
0.666666666666667,-0.91183650696545
-0.333333333333333,1.53730661800564
0,0.24364551696554
0.333333333333333,-0.42879996973309
0,0.528193943743473
0,1.96364269580939
0.666666666666667,1.43751748183037
0,0.438377912447066
0,0.958566796871308
0.333333333333333,0.730216957630391
0.333333333333333,-0.797036326833671
0,-2.80423798623983
0.333333333333333,1.27245941870269
0,0.0135154277423669
0.333333333333333,-1.29260926839501
0,1.36269666493313
